"filename", "language", "TypeScript", "JSON with Comments", "Ignore", "JSON", "Markdown", "Shell Script", "YAML", "JavaScript", "Docker", "PostCSS", "TypeScript JSX", "XML", "comment", "blank", "total"
"c:\Users\chris\Desktop\RO-Nation.live\src\app\faq\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 0, 2, 7, 181
"c:\Users\chris\Desktop\RO-Nation.live\src\app\files\[id]\route.ts", "TypeScript", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 12, 108
"c:\Users\chris\Desktop\RO-Nation.live\src\app\global-error.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 5, 4, 76
"c:\Users\chris\Desktop\RO-Nation.live\src\app\globals.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1047, 0, 0, 442, 96, 1585
"c:\Users\chris\Desktop\RO-Nation.live\src\app\hub\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 223, 0, 20, 22, 265
"c:\Users\chris\Desktop\RO-Nation.live\src\app\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 0, 23, 9, 103
"c:\Users\chris\Desktop\RO-Nation.live\src\app\legal\accessibility\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 8, 5, 80
"c:\Users\chris\Desktop\RO-Nation.live\src\app\legal\code-of-conduct\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 4, 67
"c:\Users\chris\Desktop\RO-Nation.live\src\app\legal\cookies\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 13, 5, 114
"c:\Users\chris\Desktop\RO-Nation.live\src\app\legal\data-request\request\new\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 6, 9, 72
"c:\Users\chris\Desktop\RO-Nation.live\src\app\legal\data-request\request\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 8, 9, 97
"c:\Users\chris\Desktop\RO-Nation.live\src\app\legal\data-requests\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 8, 5, 100
"c:\Users\chris\Desktop\RO-Nation.live\src\app\legal\discord\bot\privacy\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 6, 5, 98
"c:\Users\chris\Desktop\RO-Nation.live\src\app\legal\discord\bot\terms\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 4, 5, 94
"c:\Users\chris\Desktop\RO-Nation.live\src\app\legal\discord\privacy\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 4, 88
"c:\Users\chris\Desktop\RO-Nation.live\src\app\legal\discord\terms\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 4, 91
"c:\Users\chris\Desktop\RO-Nation.live\src\app\legal\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 19, 10, 99
"c:\Users\chris\Desktop\RO-Nation.live\src\app\legal\privacy\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 175, 0, 8, 5, 188
"c:\Users\chris\Desktop\RO-Nation.live\src\app\legal\refunds\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 9, 5, 84
"c:\Users\chris\Desktop\RO-Nation.live\src\app\legal\roblox\privacy\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 4, 98
"c:\Users\chris\Desktop\RO-Nation.live\src\app\legal\roblox\terms\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 4, 98
"c:\Users\chris\Desktop\RO-Nation.live\src\app\legal\terms\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 0, 12, 5, 183
"c:\Users\chris\Desktop\RO-Nation.live\src\app\legal\tickets\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 12, 5, 109
"c:\Users\chris\Desktop\RO-Nation.live\src\app\merch\[collection]\[slug]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 185, 0, 34, 23, 242
"c:\Users\chris\Desktop\RO-Nation.live\src\app\merch\[collection]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 0, 31, 13, 198
"c:\Users\chris\Desktop\RO-Nation.live\src\app\merch\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 10, 4, 38
"c:\Users\chris\Desktop\RO-Nation.live\src\app\merch\not-found.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 7, 6, 58
"c:\Users\chris\Desktop\RO-Nation.live\src\app\merch\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 189, 0, 19, 16, 224
"c:\Users\chris\Desktop\RO-Nation.live\src\app\not-found.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 2, 24
"c:\Users\chris\Desktop\RO-Nation.live\src\app\opengraph-image.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 7, 4, 19
"c:\Users\chris\Desktop\RO-Nation.live\src\app\p\[slug]\account\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 0, 11, 13, 157
"c:\Users\chris\Desktop\RO-Nation.live\src\app\p\[slug]\blog\[post]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 14, 13, 87
"c:\Users\chris\Desktop\RO-Nation.live\src\app\p\[slug]\blog\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 3, 7, 86
"c:\Users\chris\Desktop\RO-Nation.live\src\app\p\[slug]\careers\[career]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 3, 14, 107
"c:\Users\chris\Desktop\RO-Nation.live\src\app\p\[slug]\careers\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 1, 7, 86
"c:\Users\chris\Desktop\RO-Nation.live\src\app\p\[slug]\events\[event]\calendar\route.ts", "TypeScript", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 47
"c:\Users\chris\Desktop\RO-Nation.live\src\app\p\[slug]\events\[event]\checkout\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 0, 14, 23, 163
"c:\Users\chris\Desktop\RO-Nation.live\src\app\p\[slug]\events\[event]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 286, 0, 18, 28, 332
"c:\Users\chris\Desktop\RO-Nation.live\src\app\p\[slug]\events\[event]\reserve\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 24, 14, 131
"c:\Users\chris\Desktop\RO-Nation.live\src\app\p\[slug]\events\[event]\seats\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 3, 17, 121
"c:\Users\chris\Desktop\RO-Nation.live\src\app\p\[slug]\events\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 3, 9, 92
"c:\Users\chris\Desktop\RO-Nation.live\src\app\p\[slug]\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 13, 9, 69
"c:\Users\chris\Desktop\RO-Nation.live\src\app\p\[slug]\not-found.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 8, 5, 34
"c:\Users\chris\Desktop\RO-Nation.live\src\app\p\[slug]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 315, 0, 63, 34, 412
"c:\Users\chris\Desktop\RO-Nation.live\src\app\p\[slug]\tickets\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 16, 9, 85
"c:\Users\chris\Desktop\RO-Nation.live\src\app\p\[slug]\tickets\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 6, 6, 44
"c:\Users\chris\Desktop\RO-Nation.live\src\app\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 545, 0, 78, 30, 653
"c:\Users\chris\Desktop\RO-Nation.live\src\app\partners\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 23, 8, 132
"c:\Users\chris\Desktop\RO-Nation.live\src\app\portal\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 13, 8, 67
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\audit\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 3, 16
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\blacklist\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 3, 25
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\door\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 5, 7, 55
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\keys\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 7, 6, 54
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 15, 8, 80
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\members\members-client.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 15, 4, 40
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\members\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 16, 11, 100
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 2, 5, 59
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\shows\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 8, 2, 19
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\studio\applications\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 0, 4, 11, 157
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\studio\blog\[id]\edit\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 2, 8, 68
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\studio\blog\new\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 2, 5, 43
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\studio\blog\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 0, 1, 7, 111
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\studio\careers\[id]\edit\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 1, 7, 65
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\studio\careers\new\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 5, 41
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\studio\careers\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 7, 109
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\studio\content\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 5, 6, 55
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\studio\events\[id]\edit\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 4, 9, 85
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\studio\events\[id]\venue\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 0, 9, 14, 161
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\studio\events\new\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 2, 5, 51
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\studio\events\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 1, 8, 131
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\studio\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 13, 6, 73
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\studio\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 164, 0, 8, 15, 187
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\studio\venues\[id]\edit\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 3, 6, 56
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\studio\venues\new\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 4, 10, 77
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\studio\venues\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 10, 10, 150
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\(portal)\vip\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 3, 25
"c:\Users\chris\Desktop\RO-Nation.live\src\app\pp\[slug]\login\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 0, 7, 16, 146
"c:\Users\chris\Desktop\RO-Nation.live\src\app\press\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 0, 50, 22, 325
"c:\Users\chris\Desktop\RO-Nation.live\src\app\robots.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 28
"c:\Users\chris\Desktop\RO-Nation.live\src\app\services\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 232, 0, 35, 17, 284
"c:\Users\chris\Desktop\RO-Nation.live\src\app\shasha\(portal)\audit\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 3, 12
"c:\Users\chris\Desktop\RO-Nation.live\src\app\shasha\(portal)\blacklist\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 3, 23
"c:\Users\chris\Desktop\RO-Nation.live\src\app\shasha\(portal)\keys\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 13, 7, 71
"c:\Users\chris\Desktop\RO-Nation.live\src\app\shasha\(portal)\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 2, 4, 41
"c:\Users\chris\Desktop\RO-Nation.live\src\app\shasha\(portal)\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 3, 21
"c:\Users\chris\Desktop\RO-Nation.live\src\app\shasha\(portal)\vip\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 3, 23
"c:\Users\chris\Desktop\RO-Nation.live\src\app\shasha\login\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 5, 14, 132
"c:\Users\chris\Desktop\RO-Nation.live\src\app\sitemap.ts", "TypeScript", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 8, 93
"c:\Users\chris\Desktop\RO-Nation.live\src\app\survey\[code]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 286, 0, 1, 29, 316
"c:\Users\chris\Desktop\RO-Nation.live\src\app\team\loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 2, 13
"c:\Users\chris\Desktop\RO-Nation.live\src\app\team\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 30, 14, 154
"c:\Users\chris\Desktop\RO-Nation.live\src\app\tickets\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 14, 7, 76
"c:\Users\chris\Desktop\RO-Nation.live\src\app\tickets\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 3, 5, 25
"c:\Users\chris\Desktop\RO-Nation.live\src\app\uploads\[...path]\route.ts", "TypeScript", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 8, 83
"c:\Users\chris\Desktop\RO-Nation.live\src\components\account\account-home.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 241, 0, 11, 17, 269
"c:\Users\chris\Desktop\RO-Nation.live\src\components\account\follow-button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 10, 6, 62
"c:\Users\chris\Desktop\RO-Nation.live\src\components\admin-ui.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 5, 8, 91
"c:\Users\chris\Desktop\RO-Nation.live\src\components\apply-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 8, 7, 129
"c:\Users\chris\Desktop\RO-Nation.live\src\components\asset-file-field.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 14, 14, 125
"c:\Users\chris\Desktop\RO-Nation.live\src\components\asset-viewer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 0, 37, 10, 188
"c:\Users\chris\Desktop\RO-Nation.live\src\components\brand-asset-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 0, 10, 14, 157
"c:\Users\chris\Desktop\RO-Nation.live\src\components\career-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 0, 5, 7, 146
"c:\Users\chris\Desktop\RO-Nation.live\src\components\company-nav.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 15, 8, 124
"c:\Users\chris\Desktop\RO-Nation.live\src\components\confirm-button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 2, 23
"c:\Users\chris\Desktop\RO-Nation.live\src\components\countdown.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 8, 10, 98
"c:\Users\chris\Desktop\RO-Nation.live\src\components\data-request-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 16, 21, 237
"c:\Users\chris\Desktop\RO-Nation.live\src\components\docs-empty.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 3, 2, 13
"c:\Users\chris\Desktop\RO-Nation.live\src\components\docs-header.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 5, 3, 51
"c:\Users\chris\Desktop\RO-Nation.live\src\components\docs-nav.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 9, 5, 56
"c:\Users\chris\Desktop\RO-Nation.live\src\components\enquiry-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 237, 0, 42, 23, 302
"c:\Users\chris\Desktop\RO-Nation.live\src\components\event-card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 14, 10, 113
"c:\Users\chris\Desktop\RO-Nation.live\src\components\event-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 229, 0, 29, 9, 267
"c:\Users\chris\Desktop\RO-Nation.live\src\components\event-ticker.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 23, 5, 56
"c:\Users\chris\Desktop\RO-Nation.live\src\components\guide-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 139, 0, 8, 13, 160
"c:\Users\chris\Desktop\RO-Nation.live\src\components\guide-index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 7, 3, 43
"c:\Users\chris\Desktop\RO-Nation.live\src\components\header-client.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239, 0, 10, 14, 263
"c:\Users\chris\Desktop\RO-Nation.live\src\components\json-ld.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 12, 1, 22
"c:\Users\chris\Desktop\RO-Nation.live\src\components\legal-doc.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 0, 34, 21, 234
"c:\Users\chris\Desktop\RO-Nation.live\src\components\link-code-panel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 194, 0, 11, 20, 225
"c:\Users\chris\Desktop\RO-Nation.live\src\components\logo.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 1, 2, 28
"c:\Users\chris\Desktop\RO-Nation.live\src\components\markdown-field.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 17, 11, 109
"c:\Users\chris\Desktop\RO-Nation.live\src\components\merch-strip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 27, 10, 101
"c:\Users\chris\Desktop\RO-Nation.live\src\components\notifications\member-notifier.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 6, 5, 26
"c:\Users\chris\Desktop\RO-Nation.live\src\components\notifications\notifier-modal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 4, 10, 80
"c:\Users\chris\Desktop\RO-Nation.live\src\components\partner-members.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 186, 0, 16, 17, 219
"c:\Users\chris\Desktop\RO-Nation.live\src\components\partner\backdrop.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 50, 4, 78
"c:\Users\chris\Desktop\RO-Nation.live\src\components\partner\content-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 207, 0, 11, 19, 237
"c:\Users\chris\Desktop\RO-Nation.live\src\components\partner\emblem.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 44, 8, 122
"c:\Users\chris\Desktop\RO-Nation.live\src\components\partner\partner-footer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 19, 8, 112
"c:\Users\chris\Desktop\RO-Nation.live\src\components\partner\partner-header.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 14, 6, 82
"c:\Users\chris\Desktop\RO-Nation.live\src\components\partner\studio-nav.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 9, 5, 52
"c:\Users\chris\Desktop\RO-Nation.live\src\components\pdf-embed.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 16, 10, 86
"c:\Users\chris\Desktop\RO-Nation.live\src\components\portal-footer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 3, 4, 43
"c:\Users\chris\Desktop\RO-Nation.live\src\components\portal-nav.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 0, 41, 7, 158
"c:\Users\chris\Desktop\RO-Nation.live\src\components\portal\api-keys.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 256, 0, 20, 25, 301
"c:\Users\chris\Desktop\RO-Nation.live\src\components\post-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 7, 11, 116
"c:\Users\chris\Desktop\RO-Nation.live\src\components\prose.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 53, 6, 105
"c:\Users\chris\Desktop\RO-Nation.live\src\components\quote-marquee.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 6, 7, 63
"c:\Users\chris\Desktop\RO-Nation.live\src\components\reveal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 5, 48
"c:\Users\chris\Desktop\RO-Nation.live\src\components\roblox-picker.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 0, 31, 14, 172
"c:\Users\chris\Desktop\RO-Nation.live\src\components\roster-add-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178, 0, 17, 16, 211
"c:\Users\chris\Desktop\RO-Nation.live\src\components\roster-audit.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 4, 5, 77
